xData,yData
435.0,-514.9747222661972
436.0,-516.5806531906128
437.0,-527.0343840122223
438.0,-525.531217455864
439.0,-523.9416882395744
440.0,-514.6824404597282
441.0,-527.8362482786179
442.0,-526.0790646076202
443.0,-525.1460462808609
444.0,-107.0
445.0,-520.3140169382095
446.0,-532.9057961702347
447.0,-515.3196379542351
448.0,-528.6252200603485
449.0,-532.289856672287
450.0,-537.6172721385956
451.0,-522.8386908769608
452.0,-522.0955580472946
453.0,-525.4116296768188
454.0,-515.9406900405884
455.0,-518.3291837573051
456.0,-513.0040407180786
457.0,-512.7701669931412
458.0,-525.8209109306335
459.0,-526.797553896904
460.0,-516.1355152726173
461.0,-527.0700871944427
462.0,-543.817988038063
463.0,-547.941717505455
464.0,-519.6542337536812
465.0,-525.5399137735367
466.0,-535.7778906822205
467.0,-516.924960911274
468.0,-539.4844502210617
469.0,-512.1749632060528
470.0,-524.5892584323883
471.0,-512.47888058424
472.0,-518.0313050746918
473.0,-522.1645250916481
474.0,-538.9255791902542
475.0,-512.542636692524
476.0,-526.6348540782928
477.0,-564.0588641166687
478.0,-512.786853313446
479.0,-513.1497949361801
480.0,-511.9386464357376
481.0,-518.1460320949554
482.0,-517.9286554455757
483.0,-64.0
484.0,-518.3487355709076
485.0,-523.6880049109459
486.0,-515.1897370815277
487.0,-515.913861989975
488.0,-521.391336619854
489.0,-516.7777046561241
490.0,-521.8090295791626
491.0,-534.7770482301712
492.0,-517.7581831812859
493.0,-505.6183911859989
494.0,-511.9661554694176
495.0,-514.0582337975502
496.0,-516.2025079131126
497.0,-518.2767376303673
498.0,-514.6118342876434
499.0,-520.8563312888145
500.0,-544.0565317869186
501.0,-517.2009572386742
502.0,-528.448936343193
503.0,-515.4545992612839
504.0,-523.5684394836426
505.0,-541.8231844902039
506.0,-547.6383537054062
507.0,-529.6901404857635
508.0,-527.6263028383255
509.0,16.0
510.0,-555.9354782104492
511.0,-516.6114985942841
512.0,-523.4052464365959
513.0,-519.1891312599182
514.0,-519.0008893609047
515.0,-512.0423719286919
516.0,-522.184157371521
517.0,-514.0547320246696
518.0,-531.897896528244
519.0,-526.7739415168762
520.0,-517.9875582456589
521.0,-527.1099418401718
522.0,-541.506415605545
523.0,-537.3983204364777
524.0,-536.6805225610733
525.0,-518.5092598199844
526.0,-508.4887355566025
527.0,-517.0551776885986
528.0,-528.4475535154343
529.0,-519.5542648434639
530.0,-511.3402806222439
531.0,-531.5153181552887
532.0,-539.9285137653351
533.0,-527.7188420295715
534.0,-534.7396314144135
535.0,-516.6674748063087
536.0,-523.74527156353
537.0,-518.5051888227463
538.0,-521.4196845889091
539.0,-520.3438133001328
540.0,-518.6652466654778
