xData,yData
0.0,-423.9429567542
1.0,-433.99823126266017
2.0,-422.2162808273477
3.0,-418.00751103776366
4.0,-467.7996793373457
5.0,-486.2676072232804
6.0,-503.76138353502745
7.0,-443.0200982175332
8.0,-254.16614364425513
9.0,-240.96869674240028
10.0,-177.52801900957277
11.0,-274.65216165545405
12.0,-126.41220691842446
13.0,-211.1165643897911
14.0,-55.807078914382394
15.0,-132.27811398189098
16.0,-49.15992725410181
17.0,-178.06836485409718
18.0,-164.89868065157424
19.0,-131.39441385173993
20.0,-159.8238841348502
21.0,-153.2134665744487
22.0,-67.24654365109598
23.0,-103.6494871015514
24.0,-116.96675425399467
25.0,-96.73880944162586
26.0,-54.41925896318196
27.0,-135.69731354966052
28.0,-78.97230034526855
29.0,-232.42117288260755
30.0,-83.46216468827875
31.0,-163.55894150019827
32.0,-121.5423833275864
33.0,-31.896036456436594
34.0,-113.76149985963187
35.0,-41.72093671683267
36.0,-302.2555465640631
37.0,-49.81112695292661
38.0,-113.33710865445808
39.0,-34.727218621899794
40.0,-43.212582907778554
41.0,-84.42631592404398
42.0,-81.32383594940109
43.0,-24.722783778769884
44.0,-46.09033447006347
45.0,33.53959933068754
46.0,-69.70290299870298
47.0,-58.19553529218943
48.0,-77.6266127209237
49.0,-17.44870139224819
50.0,-156.97736411878432
51.0,-37.45548391410513
52.0,1.7911143121706588
53.0,-67.48433808692619
54.0,-136.82530418592577
55.0,-16.830324762301903
56.0,36.39015780965387
57.0,-60.67179009527073
58.0,-13.305327101262844
59.0,13.441246565965537
60.0,-80.93488014032337
61.0,-71.11585995557806
62.0,15.601512379757764
63.0,79.27808872438118
64.0,34.89441724309394
65.0,-12.238479494713333
66.0,-8.933835018216756
67.0,92.30984319006306
68.0,43.95886486414135
69.0,62.86997304281165
70.0,115.76769118521224
71.0,37.17628962990396
72.0,26.95811347299943
73.0,71.83513371248425
74.0,114.27811092169038
75.0,115.15321045871183
76.0,66.01552188399921
77.0,114.68117953316047
78.0,64.31965892595981
79.0,68.04324095735291
80.0,114.33956401319935
81.0,67.25737399357781
82.0,74.70331044868382
83.0,31.32776491063626
84.0,114.55117804178767
85.0,0.9967958851927733
86.0,26.902288277719343
87.0,74.41320242170175
88.0,78.61872528339583
89.0,-12.322642125039254
90.0,114.86584495270783
91.0,-35.941636220313605
92.0,19.395501767095105
93.0,83.60967338280012
94.0,114.9629883663234
95.0,70.03570306615606
96.0,114.95254348223776
97.0,115.41331833478276
98.0,68.07167098010541
99.0,115.16448507987135
100.0,115.44373624300042
101.0,61.58078344482779
102.0,11.51152245743242
103.0,25.41945183380505
104.0,69.53498988552708
105.0,23.685244447826882
106.0,74.76846035288874
107.0,115.25310093886783
108.0,115.55812505173117
109.0,115.15492116842984
110.0,114.90498414345
111.0,115.99751699255731
112.0,-39.91174110255475
113.0,20.783522659049886
114.0,15.31441005980874
115.0,67.12296671313007
116.0,72.09703959694632
117.0,115.05672656315048
118.0,114.94590614814824
119.0,24.00449144805444
120.0,115.65114620513926
121.0,115.64920727061033
122.0,114.9641190807873
123.0,114.77149948526133
124.0,-26.230227175065608
125.0,68.3414405595729
126.0,63.57687475555419
127.0,26.614113464899738
128.0,63.16028362402449
129.0,115.17775353259086
130.0,67.13413984143821
131.0,114.9185341568347
132.0,79.15307868080826
133.0,63.34899230352213
134.0,33.90334667903631
135.0,115.1413261117049
136.0,77.32943120975935
137.0,115.70999098197244
138.0,115.23403118594868
139.0,35.761258106080916
140.0,70.14982650984925
141.0,65.39396264684818
142.0,115.20441416959147
143.0,115.57702680632065
144.0,70.54302689157866
145.0,74.5364026441225
146.0,36.828410174659176
147.0,114.38162457279952
148.0,115.2243885330095
149.0,114.9578578516616
150.0,114.723599720922
151.0,115.74927416127439
152.0,114.46159823602264
153.0,114.9483422904976
154.0,71.53600583310472
155.0,71.43977042724471
156.0,114.65129192455599
157.0,28.59410057764516
158.0,115.13022931248474
159.0,115.42504350706868
160.0,77.1133600217587
161.0,114.57726639407151
162.0,115.19246672898603
163.0,115.7264886823713
164.0,18.78342583977361
165.0,65.94495944045767
166.0,73.98891406719031
167.0,70.93393342739498
168.0,22.025426402451977
169.0,115.28175201146249
170.0,115.74818933372637
171.0,114.52206322249745
172.0,63.09313218112622
173.0,115.06972829262699
174.0,114.80153280902209
175.0,63.39000351559124
176.0,31.379877204900616
177.0,73.96681861264366
178.0,26.87468001698691
179.0,-31.709004032851347
180.0,66.26729553695286
181.0,62.80315196267577
182.0,114.28634662625541
183.0,63.82890644177557
184.0,17.93007791524665
185.0,-16.252717074523026
186.0,22.80884877442429
187.0,67.99665110625793
188.0,69.76246010265464
189.0,81.59771152584794
190.0,71.10371509534565
191.0,73.74113767827075
192.0,114.48373748077563
193.0,76.93659681869683
194.0,114.79212068800022
195.0,65.62862438931595
196.0,63.709950078602034
197.0,16.730192992063674
198.0,114.36954113879355
199.0,115.39452470022002
200.0,70.34750539794611
201.0,114.80111210592104
202.0,116.21326547004257
203.0,114.87326814906683
204.0,115.54061399322264
205.0,66.6258781678272
206.0,114.94386359830257
207.0,114.49767277037054
208.0,66.46614191941843
209.0,-20.784576628547388
210.0,115.41295469719702
211.0,20.334555260916176
212.0,114.84721778818405
213.0,115.01908684786433
214.0,114.70600877985153
215.0,114.5464345836665
216.0,114.48442864011454
217.0,64.13989399181834
218.0,24.338119869936683
219.0,114.53931640720455
220.0,14.164429429309203
221.0,115.6954284187836
222.0,114.9678948490492
223.0,71.12793046913525
224.0,37.48624130613429
225.0,115.8889046805604
226.0,68.13084225932688
227.0,66.28928896127192
228.0,69.52815630492285
229.0,67.24617383689097
230.0,66.67877674757642
231.0,71.56732967946039
232.0,114.6089937328289
233.0,115.27328637759054
234.0,114.95100220429795
235.0,114.33901506137036
236.0,65.42108796351565
237.0,114.9836757275466
238.0,41.3518872709151
239.0,75.11111171073217
240.0,115.7763595367525
241.0,115.0450115041054
242.0,114.74131327949428
243.0,17.49493493358775
244.0,61.738504419266974
245.0,74.03889458326361
246.0,115.6757970665213
247.0,69.79166354719266
248.0,115.6634539144112
249.0,64.03290091993293
250.0,114.82119729266101
251.0,22.821292231038978
252.0,115.38962982305736
253.0,114.44582775693127
254.0,69.64784125531992
255.0,114.57742730123667
256.0,115.46780479316949
257.0,114.830602176303
258.0,9.208126100536209
259.0,115.47853425764154
260.0,62.53231131085554
261.0,115.28756185426107
